nda,abcd,instrument
tfmrimr2_867,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_precentral.lh,abcd_midr2semp2
tfmrimr2_868,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_precuneus.lh,abcd_midr2semp2
tfmrimr2_869,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_rostralanteriorcingulate.lh,abcd_midr2semp2
tfmrimr2_870,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_rostralmiddlefrontal.lh,abcd_midr2semp2
tfmrimr2_871,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_superiorfrontal.lh,abcd_midr2semp2
tfmrimr2_872,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_superiorparietal.lh,abcd_midr2semp2
tfmrimr2_873,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_superiortemporal.lh,abcd_midr2semp2
tfmrimr2_874,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_supramarginal.lh,abcd_midr2semp2
tfmrimr2_875,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_frontalpole.lh,abcd_midr2semp2
tfmrimr2_876,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_temporalpole.lh,abcd_midr2semp2
tfmrimr2_877,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_transversetemporal.lh,abcd_midr2semp2
tfmrimr2_878,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_insula.lh,abcd_midr2semp2
tfmrimr2_879,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_bankssts.rh,abcd_midr2semp2
tfmrimr2_880,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_caudalanteriorcingulate.rh,abcd_midr2semp2
tfmrimr2_881,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_caudalmiddlefrontal.rh,abcd_midr2semp2
tfmrimr2_882,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_cuneus.rh,abcd_midr2semp2
tfmrimr2_883,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_entorhinal.rh,abcd_midr2semp2
tfmrimr2_884,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_fusiform.rh,abcd_midr2semp2
tfmrimr2_885,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_inferiorparietal.rh,abcd_midr2semp2
tfmrimr2_886,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_inferiortemporal.rh,abcd_midr2semp2
tfmrimr2_887,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_isthmuscingulate.rh,abcd_midr2semp2
tfmrimr2_888,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_lateraloccipital.rh,abcd_midr2semp2
tfmrimr2_889,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_lateralorbitofrontal.rh,abcd_midr2semp2
tfmrimr2_890,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_lingual.rh,abcd_midr2semp2
tfmrimr2_891,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_medialorbitofrontal.rh,abcd_midr2semp2
tfmrimr2_892,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_middletemporal.rh,abcd_midr2semp2
tfmrimr2_893,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_parahippocampal.rh,abcd_midr2semp2
tfmrimr2_894,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_paracentral.rh,abcd_midr2semp2
tfmrimr2_895,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_parsopercularis.rh,abcd_midr2semp2
tfmrimr2_896,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_parsorbitalis.rh,abcd_midr2semp2
tfmrimr2_897,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_parstriangularis.rh,abcd_midr2semp2
tfmrimr2_898,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_pericalcarine.rh,abcd_midr2semp2
tfmrimr2_899,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_postcentral.rh,abcd_midr2semp2
tfmrimr2_900,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_posteriorcingulate.rh,abcd_midr2semp2
tfmrimr2_901,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_precentral.rh,abcd_midr2semp2
tfmrimr2_902,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_precuneus.rh,abcd_midr2semp2
tfmrimr2_903,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_rostralanteriorcingulate.rh,abcd_midr2semp2
tfmrimr2_904,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_rostralmiddlefrontal.rh,abcd_midr2semp2
tfmrimr2_905,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_superiorfrontal.rh,abcd_midr2semp2
tfmrimr2_906,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_superiorparietal.rh,abcd_midr2semp2
tfmrimr2_907,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_superiortemporal.rh,abcd_midr2semp2
tfmrimr2_908,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_supramarginal.rh,abcd_midr2semp2
tfmrimr2_909,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_frontalpole.rh,abcd_midr2semp2
tfmrimr2_910,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_temporalpole.rh,abcd_midr2semp2
tfmrimr2_911,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_transversetemporal.rh,abcd_midr2semp2
tfmrimr2_912,tfmri_mid_run2_antic.small.loss.vs.neutral_sem_cort.desikan_insula.rh,abcd_midr2semp2
tfmrimr2_913,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_bankssts.lh,abcd_midr2semp2
tfmrimr2_914,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_caudalanteriorcingulate.lh,abcd_midr2semp2
tfmrimr2_915,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_caudalmiddlefrontal.lh,abcd_midr2semp2
tfmrimr2_916,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_cuneus.lh,abcd_midr2semp2
tfmrimr2_917,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_entorhinal.lh,abcd_midr2semp2
tfmrimr2_918,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_fusiform.lh,abcd_midr2semp2
tfmrimr2_919,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_inferiorparietal.lh,abcd_midr2semp2
tfmrimr2_920,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_inferiortemporal.lh,abcd_midr2semp2
tfmrimr2_921,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_isthmuscingulate.lh,abcd_midr2semp2
tfmrimr2_922,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_lateraloccipital.lh,abcd_midr2semp2
tfmrimr2_923,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_lateralorbitofrontal.lh,abcd_midr2semp2
tfmrimr2_924,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_lingual.lh,abcd_midr2semp2
tfmrimr2_925,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_medialorbitofrontal.lh,abcd_midr2semp2
tfmrimr2_926,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_middletemporal.lh,abcd_midr2semp2
tfmrimr2_927,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parahippocampal.lh,abcd_midr2semp2
tfmrimr2_928,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_paracentral.lh,abcd_midr2semp2
tfmrimr2_929,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parsopercularis.lh,abcd_midr2semp2
tfmrimr2_930,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parsorbitalis.lh,abcd_midr2semp2
tfmrimr2_931,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parstriangularis.lh,abcd_midr2semp2
tfmrimr2_932,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_pericalcarine.lh,abcd_midr2semp2
tfmrimr2_933,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_postcentral.lh,abcd_midr2semp2
tfmrimr2_934,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_posteriorcingulate.lh,abcd_midr2semp2
tfmrimr2_935,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_precentral.lh,abcd_midr2semp2
tfmrimr2_936,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_precuneus.lh,abcd_midr2semp2
tfmrimr2_937,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_rostralanteriorcingulate.lh,abcd_midr2semp2
tfmrimr2_938,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_rostralmiddlefrontal.lh,abcd_midr2semp2
tfmrimr2_939,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_superiorfrontal.lh,abcd_midr2semp2
tfmrimr2_940,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_superiorparietal.lh,abcd_midr2semp2
tfmrimr2_941,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_superiortemporal.lh,abcd_midr2semp2
tfmrimr2_942,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_supramarginal.lh,abcd_midr2semp2
tfmrimr2_943,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_frontalpole.lh,abcd_midr2semp2
tfmrimr2_944,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_temporalpole.lh,abcd_midr2semp2
tfmrimr2_945,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_transversetemporal.lh,abcd_midr2semp2
tfmrimr2_946,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_insula.lh,abcd_midr2semp2
tfmrimr2_947,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_bankssts.rh,abcd_midr2semp2
tfmrimr2_948,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_caudalanteriorcingulate.rh,abcd_midr2semp2
tfmrimr2_949,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_caudalmiddlefrontal.rh,abcd_midr2semp2
tfmrimr2_950,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_cuneus.rh,abcd_midr2semp2
tfmrimr2_951,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_entorhinal.rh,abcd_midr2semp2
tfmrimr2_952,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_fusiform.rh,abcd_midr2semp2
tfmrimr2_953,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_inferiorparietal.rh,abcd_midr2semp2
tfmrimr2_954,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_inferiortemporal.rh,abcd_midr2semp2
tfmrimr2_955,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_isthmuscingulate.rh,abcd_midr2semp2
tfmrimr2_956,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_lateraloccipital.rh,abcd_midr2semp2
tfmrimr2_957,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_lateralorbitofrontal.rh,abcd_midr2semp2
tfmrimr2_958,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_lingual.rh,abcd_midr2semp2
tfmrimr2_959,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_medialorbitofrontal.rh,abcd_midr2semp2
tfmrimr2_960,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_middletemporal.rh,abcd_midr2semp2
tfmrimr2_961,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parahippocampal.rh,abcd_midr2semp2
tfmrimr2_962,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_paracentral.rh,abcd_midr2semp2
tfmrimr2_963,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parsopercularis.rh,abcd_midr2semp2
tfmrimr2_964,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parsorbitalis.rh,abcd_midr2semp2
tfmrimr2_965,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_parstriangularis.rh,abcd_midr2semp2
tfmrimr2_966,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_pericalcarine.rh,abcd_midr2semp2
tfmrimr2_967,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_postcentral.rh,abcd_midr2semp2
tfmrimr2_968,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_posteriorcingulate.rh,abcd_midr2semp2
tfmrimr2_969,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_precentral.rh,abcd_midr2semp2
tfmrimr2_970,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_precuneus.rh,abcd_midr2semp2
tfmrimr2_971,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_rostralanteriorcingulate.rh,abcd_midr2semp2
tfmrimr2_972,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_rostralmiddlefrontal.rh,abcd_midr2semp2
tfmrimr2_973,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_superiorfrontal.rh,abcd_midr2semp2
tfmrimr2_974,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_superiorparietal.rh,abcd_midr2semp2
tfmrimr2_975,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_superiortemporal.rh,abcd_midr2semp2
tfmrimr2_976,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_supramarginal.rh,abcd_midr2semp2
tfmrimr2_977,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_frontalpole.rh,abcd_midr2semp2
tfmrimr2_978,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_temporalpole.rh,abcd_midr2semp2
tfmrimr2_979,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_transversetemporal.rh,abcd_midr2semp2
tfmrimr2_980,tfmri_mid_run2_antic.large.vs.small.loss_sem_cort.desikan_insula.rh,abcd_midr2semp2
tfmri_sa_beta_visitid,tfmri_sst_all_beta_visitid,mrisst02
tfmri_sa_beta_tr,tfmri_sst_all_beta_tr,mrisst02
tfmri_sa_beta_numtrs,tfmri_sst_all_beta_numtrs,mrisst02
tfmri_sa_beta_dof,tfmri_sst_all_beta_dof,mrisst02
tfmri_sa_beta_nvols,tfmri_sst_all_beta_nvols,mrisst02
tfmri_sa_beta_stvols,tfmri_sst_all_beta_subthresh.nvols,mrisst02
tfmri_sa_beta_mm,tfmri_sst_all_beta_mean.motion,mrisst02
tfmri_sa_beta_maxmotion,tfmri_sst_all_beta_max.motion,mrisst02
tfmri_sa_beta_meantrans,tfmri_sst_all_beta_mean.trans,mrisst02
tfmri_sa_beta_maxtrans,tfmri_sst_all_beta_max.trans,mrisst02
tfmri_sa_beta_meanrot,tfmri_sst_all_beta_mean.rot,mrisst02
tfmri_sa_beta_maxrot,tfmri_sst_all_beta_max.rot,mrisst02
tfmri_sacgvf_bscs_cbwmlh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebral.white.matter.lh,mrisst02
tfmri_sacgvf_bscs_lavtelh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_lateral.ventricle.lh,mrisst02
tfmri_sacgvf_bscs_inflatvtlh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_inf.lat.vent.lh,mrisst02
tfmri_sacgvf_bscs_crbwmlh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebellum.white.matter.lh,mrisst02
tfmri_sacgvf_bscs_crbcxlh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebellum.cortex.lh,mrisst02
tfmri_sacgvf_bscs_tplh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_thalamus.proper.lh,mrisst02
tfmri_sacgvf_bscs_cdelh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_caudate.lh,mrisst02
tfmri_sacgvf_bscs_pulh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_putamen.lh,mrisst02
tfmri_sacgvf_bscs_pdlh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_pallidum.lh,mrisst02
tfmri_sacgvf_bscs_3rdvte,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_3rd.ventricle,mrisst02
tfmri_sacgvf_bscs_4thvte,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_4th.ventricle,mrisst02
tfmri_sacgvf_bscs_bs,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_brain.stem,mrisst02
tfmri_sacgvf_bscs_hpuslh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_hippocampus.lh,mrisst02
tfmri_sacgvf_bscs_aylh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_amygdala.lh,mrisst02
tfmri_sacgvf_bscs_csf,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_csf,mrisst02
tfmri_sacgvf_bscs_aalh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_accumbens.area.lh,mrisst02
tfmri_sacgvf_bscs_vtdclh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_ventraldc.lh,mrisst02
tfmri_sacgvf_bscs_cbwmrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebral.white.matter.rh,mrisst02
tfmri_sacgvf_bscs_lavterh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_lateral.ventricle.rh,mrisst02
tfmri_sacgvf_bscs_inflatvtrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_inf.lat.vent.rh,mrisst02
tfmri_sacgvf_bscs_crbwmrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebellum.white.matter.rh,mrisst02
tfmri_sacgvf_bscs_crbcxrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_cerebellum.cortex.rh,mrisst02
tfmri_sacgvf_bscs_tprh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_thalamus.proper.rh,mrisst02
tfmri_sacgvf_bscs_cderh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_caudate.rh,mrisst02
tfmri_sacgvf_bscs_purh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_putamen.rh,mrisst02
tfmri_sacgvf_bscs_pdrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_pallidum.rh,mrisst02
tfmri_sacgvf_bscs_hpusrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_hippocampus.rh,mrisst02
tfmri_sacgvf_bscs_ayrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_amygdala.rh,mrisst02
tfmri_sacgvf_bscs_aarh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_accumbens.area.rh,mrisst02
tfmri_sacgvf_bscs_vtdcrh,tfmri_sst_all_correct.go.vs.fixation_beta_subcort.aseg_ventraldc.rh,mrisst02
tfmri_sacsvcg_bscs_cbwmlh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_cerebral.white.matter.lh,mrisst02
tfmri_sacsvcg_bscs_lavtelh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_lateral.ventricle.lh,mrisst02
tfmri_sacsvcg_bscs_inflatvtlh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_inf.lat.vent.lh,mrisst02
tfmri_sacsvcg_bscs_crbwmlh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_cerebellum.white.matter.lh,mrisst02
tfmri_sacsvcg_bscs_crbcxlh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_cerebellum.cortex.lh,mrisst02
tfmri_sacsvcg_bscs_tplh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_thalamus.proper.lh,mrisst02
tfmri_sacsvcg_bscs_cdelh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_caudate.lh,mrisst02
tfmri_sacsvcg_bscs_pulh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_putamen.lh,mrisst02
tfmri_sacsvcg_bscs_pdlh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_pallidum.lh,mrisst02
tfmri_sacsvcg_bscs_3rdvte,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_3rd.ventricle,mrisst02
tfmri_sacsvcg_bscs_4thvte,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_4th.ventricle,mrisst02
tfmri_sacsvcg_bscs_bs,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_brain.stem,mrisst02
tfmri_sacsvcg_bscs_hpuslh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_hippocampus.lh,mrisst02
tfmri_sacsvcg_bscs_aylh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_amygdala.lh,mrisst02
tfmri_sacsvcg_bscs_csf,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_csf,mrisst02
tfmri_sacsvcg_bscs_aalh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_accumbens.area.lh,mrisst02
tfmri_sacsvcg_bscs_vtdclh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_ventraldc.lh,mrisst02
tfmri_sacsvcg_bscs_cbwmrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_cerebral.white.matter.rh,mrisst02
tfmri_sacsvcg_bscs_lavterh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_lateral.ventricle.rh,mrisst02
tfmri_sacsvcg_bscs_inflatvtrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_inf.lat.vent.rh,mrisst02
tfmri_sacsvcg_bscs_crbwmrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_cerebellum.white.matter.rh,mrisst02
tfmri_sacsvcg_bscs_crbcxrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_cerebellum.cortex.rh,mrisst02
tfmri_sacsvcg_bscs_tprh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_thalamus.proper.rh,mrisst02
tfmri_sacsvcg_bscs_cderh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_caudate.rh,mrisst02
tfmri_sacsvcg_bscs_purh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_putamen.rh,mrisst02
tfmri_sacsvcg_bscs_pdrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_pallidum.rh,mrisst02
tfmri_sacsvcg_bscs_hpusrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_hippocampus.rh,mrisst02
tfmri_sacsvcg_bscs_ayrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_amygdala.rh,mrisst02
tfmri_sacsvcg_bscs_aarh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_accumbens.area.rh,mrisst02
tfmri_sacsvcg_bscs_vtdcrh,tfmri_sst_all_correct.stop.vs.correct.go_beta_subcort.aseg_ventraldc.rh,mrisst02
tfmri_saisvcg_bscs_cbwmlh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_cerebral.white.matter.lh,mrisst02
tfmri_saisvcg_bscs_lavtelh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_lateral.ventricle.lh,mrisst02
tfmri_saisvcg_bscs_inflatvtlh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_inf.lat.vent.lh,mrisst02
tfmri_saisvcg_bscs_crbwmlh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_cerebellum.white.matter.lh,mrisst02
tfmri_saisvcg_bscs_crbcxlh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_cerebellum.cortex.lh,mrisst02
tfmri_saisvcg_bscs_tplh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_thalamus.proper.lh,mrisst02
tfmri_saisvcg_bscs_cdelh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_caudate.lh,mrisst02
tfmri_saisvcg_bscs_pulh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_putamen.lh,mrisst02
tfmri_saisvcg_bscs_pdlh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_pallidum.lh,mrisst02
tfmri_saisvcg_bscs_3rdvte,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_3rd.ventricle,mrisst02
tfmri_saisvcg_bscs_4thvte,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_4th.ventricle,mrisst02
tfmri_saisvcg_bscs_bs,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_brain.stem,mrisst02
tfmri_saisvcg_bscs_hpuslh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_hippocampus.lh,mrisst02
tfmri_saisvcg_bscs_aylh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_amygdala.lh,mrisst02
tfmri_saisvcg_bscs_csf,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_csf,mrisst02
tfmri_saisvcg_bscs_aalh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_accumbens.area.lh,mrisst02
tfmri_saisvcg_bscs_vtdclh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_ventraldc.lh,mrisst02
tfmri_saisvcg_bscs_cbwmrh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_cerebral.white.matter.rh,mrisst02
tfmri_saisvcg_bscs_lavterh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_lateral.ventricle.rh,mrisst02
tfmri_saisvcg_bscs_inflatvtrh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_inf.lat.vent.rh,mrisst02
tfmri_saisvcg_bscs_crbwmrh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_cerebellum.white.matter.rh,mrisst02
tfmri_saisvcg_bscs_crbcxrh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_cerebellum.cortex.rh,mrisst02
tfmri_saisvcg_bscs_tprh,tfmri_sst_all_incorrect.stop.vs.correct.go_beta_subcort.aseg_thalamus.proper.rh,mrisst02
